"","varHist","varHistPonde"
"2261",1.62238437260513,1.91124906878221
"2262",1.62238437260513,1.91124906878221
"2265",1.62238437260513,1.82124312377915
"2266",1.62238437260513,1.82124312377915
"2267",1.62238437260513,1.82124312377915
"2268",1.62238437260513,1.82124312377915
"2269",1.62238437260513,1.82124312377915
"2273",1.62238437260513,1.82124312377915
"2274",1.62238437260513,1.82124312377915
"2275",1.62238437260513,1.82124312377915
"2276",1.62238437260513,1.82124312377915
"2279",1.62238437260513,1.82124312377915
"2280",1.62238437260513,1.74625476584397
"2281",1.62238437260513,1.74625476584397
"2282",1.62238437260513,1.74625476584397
"2283",1.62238437260513,1.74625476584397
"2286",1.62238437260513,1.74625476584397
"2287",1.62238437260513,1.72458388610747
"2288",1.62238437260513,1.72458388610747
"2289",1.62238437260513,1.72458388610747
"2290",1.62238437260513,1.72458388610747
"2293",1.62238437260513,1.72458388610747
"2294",1.62238437260513,1.72040177683663
"2295",1.62238437260513,1.69480409308622
"2300",1.62238437260513,1.69480409308622
"2301",1.62238437260513,1.69480409308622
"2302",1.62238437260513,1.69480409308622
"2303",1.62238437260513,1.69480409308622
"2304",1.62238437260513,1.56313187402969
"2307",1.62238437260513,1.48019372602211
"2308",1.62238437260513,1.48019372602211
"2309",1.62238437260513,1.48019372602211
"2310",1.52575050467725,1.48019372602211
"2311",1.62238437260513,1.82124312377915
"2314",1.62238437260513,1.82124312377915
"2315",1.63977188568242,1.82124312377915
"2316",1.63977188568242,1.82124312377915
"2317",1.70139546872665,1.77065661556065
"2318",1.71437917655665,1.97492702659427
"2321",1.71437917655665,1.97492702659427
"2322",1.70139546872665,1.97492702659427
"2323",1.70139546872665,1.97492702659427
"2324",1.70139546872665,1.97492702659427
"2325",1.70139546872665,1.97492702659427
"2328",1.70139546872665,1.97492702659427
"2329",1.70139546872665,1.97492702659427
"2330",1.71437917655665,2.10104013599542
"2331",1.71437917655665,2.10104013599542
"2332",1.71437917655665,2.10104013599542
"2335",1.71437917655665,2.10104013599542
"2336",1.71437917655665,2.06451060654987
"2337",1.71437917655665,1.97492702659427
"2338",1.71437917655665,1.97492702659427
"2339",1.71437917655665,1.97492702659427
"2342",1.71437917655665,1.97492702659427
"2343",1.71437917655665,1.97492702659427
"2344",1.71437917655665,1.97492702659427
"2345",1.71437917655665,1.97492702659427
"2346",1.71437917655665,1.97492702659427
"2349",1.71437917655665,1.97492702659427
"2350",1.71437917655665,1.97492702659427
"2351",1.71437917655665,1.97492702659427
"2352",1.71437917655665,1.91124906878221
"2353",1.71437917655665,1.91124906878221
"2356",1.71437917655665,1.91124906878221
"2357",1.71437917655665,1.82124312377915
"2358",1.71437917655665,1.77065661556065
"2359",1.71437917655665,1.77065661556065
"2360",1.71437917655665,1.77065661556065
"2363",1.71437917655665,1.77065661556065
"2364",1.71437917655665,1.77065661556065
"2365",1.72228372600851,2.01588495720655
"2366",1.72228372600851,2.01588495720655
"2367",1.72228372600851,2.01588495720655
"2370",1.72228372600851,2.01588495720655
"2371",1.72228372600851,1.97492702659427
"2372",1.72228372600851,1.97492702659427
"2373",1.72228372600851,1.97492702659427
"2374",1.72228372600851,1.97492702659427
"2377",1.72228372600851,1.97492702659427
"2378",1.72228372600851,1.97492702659427
"2379",1.72228372600851,1.91124906878221
"2380",1.72228372600851,1.91124906878221
"2381",1.72228372600851,1.82124312377915
"2384",1.72228372600851,1.77065661556065
"2385",1.72228372600851,1.77065661556065
"2386",1.72228372600851,1.77065661556065
"2387",1.72228372600851,1.77065661556065
"2388",1.71437917655665,1.74625476584397
"2391",1.71437917655665,1.69480409308622
"2392",1.71437917655665,1.67492751178604
"2393",1.71437917655665,1.67492751178604
"2394",1.71437917655665,1.67492751178604
"2395",1.71437917655665,1.67492751178604
"2398",1.71437917655665,1.67492751178604
"2399",1.71437917655665,1.67492751178604
"2400",1.71437917655665,1.67492751178604
"2401",1.71437917655665,1.67492751178604
"2402",1.71437917655665,1.64014409113974
"2405",1.71437917655665,1.64014409113974
"2406",1.71437917655665,1.64014409113974
"2407",1.71437917655665,1.64014409113974
"2408",1.71437917655665,1.64014409113974
"2409",1.71437917655665,1.64014409113974
"2412",1.71437917655665,1.64014409113974
"2413",1.71437917655665,1.59474553417023
"2414",1.71437917655665,1.59474553417023
"2415",1.71437917655665,1.59069370607568
"2416",1.71437917655665,1.59069370607568
"2419",1.71437917655665,1.59069370607568
"2420",1.71437917655665,1.59069370607568
"2421",1.70139546872665,1.59069370607568
"2422",1.70139546872665,1.59069370607568
"2423",1.70139546872665,1.59069370607568
"2426",1.70139546872665,1.59069370607568
"2427",1.70139546872665,1.59069370607568
"2428",1.70139546872665,1.59069370607568
"2429",1.70139546872665,1.59069370607568
"2430",1.70139546872665,1.59069370607568
"2433",1.71626112572853,1.72458388610747
"2434",1.70139546872665,1.67492751178604
"2435",1.71626112572853,2.03010960952649
"2436",1.71626112572853,2.03010960952649
"2437",1.71626112572853,2.03010960952649
"2440",1.71626112572853,2.03010960952649
"2441",1.71626112572853,2.03010960952649
"2442",1.71626112572853,2.03010960952649
"2443",1.71626112572853,2.03010960952649
"2444",1.71626112572853,2.03010960952649
"2447",1.71626112572853,2.03010960952649
"2448",1.72689166027756,2.01588495720655
"2449",1.72689166027756,2.01588495720655
"2450",1.72689166027756,2.01588495720655
"2454",1.72689166027756,1.97492702659427
"2455",1.72689166027756,1.77065661556065
"2456",1.72689166027756,1.74625476584397
"2457",1.72689166027756,1.72971227315212
"2458",1.73715639486345,2.02571512209698
"2461",1.73715639486345,2.02571512209698
"2462",1.73715639486345,2.02571512209698
"2463",1.73715639486345,2.02571512209698
"2464",1.73715639486345,2.02571512209698
"2465",1.73715639486345,2.02571512209698
"2468",1.73715639486345,2.02571512209698
"2469",1.73715639486345,2.02571512209698
"2470",1.73715639486345,2.02571512209698
"2471",1.73715639486345,2.02571512209698
"2472",1.73715639486345,2.02571512209698
"2475",1.73715639486345,2.01588495720655
"2476",1.73715639486345,2.01588495720655
"2477",1.73715639486345,1.97492702659427
"2478",1.73715639486345,1.77065661556065
"2479",1.73715639486345,1.72971227315212
"2482",1.73715639486345,1.72971227315212
"2483",1.73715639486345,1.72971227315212
"2484",1.73715639486345,1.72971227315212
"2485",1.73715639486345,1.72971227315212
"2486",1.73715639486345,1.72971227315212
"2489",1.73715639486345,1.72971227315212
"2490",1.73715639486345,1.72971227315212
"2491",1.73715639486345,1.72971227315212
"2492",1.73715639486345,1.67492751178604
"2493",1.73715639486345,1.64014409113974
"2496",1.73715639486345,1.59069370607568
"2497",1.73715639486345,1.59069370607568
"2499",1.73715639486345,1.59069370607568
"2500",1.73715639486345,1.5287339505898
"2503",1.73715639486345,1.5287339505898
"2504",1.73715639486345,1.43081820678773
"2505",1.73715639486345,1.43081820678773
"2506",1.73715639486345,1.43081820678773
"2507",1.73715639486345,1.43081820678773
"2510",1.73715639486345,1.43081820678773
"2511",1.73715639486345,1.43081820678773
"2512",1.73715639486345,1.43081820678773
"2513",1.73715639486345,1.30237014219683
"2514",1.73715639486345,1.30237014219683
"2518",1.73715639486345,1.30237014219683
"2519",1.73715639486345,1.30237014219683
"2520",1.72689166027756,1.30237014219683
"2521",1.72689166027756,1.30237014219683
"2524",1.72689166027756,1.2987991240205
"2525",1.73715639486345,1.72971227315212
"2526",1.73715639486345,1.72971227315212
"2527",1.73715639486345,1.72971227315212
"2528",1.73715639486345,1.72971227315212
"2531",1.73715639486345,1.67492751178604
"2532",1.73715639486345,1.59069370607568
"2533",1.73715639486345,1.59069370607568
"2534",1.73715639486345,1.5287339505898
"2535",1.73715639486345,1.43081820678773
"2539",1.73715639486345,1.43081820678773
"2540",1.73715639486345,1.43081820678773
"2541",1.73715639486345,1.41940146592134
"2542",1.73715639486345,1.41940146592134
"2545",1.73715639486345,1.41940146592134
"2546",1.73715639486345,1.41940146592134
"2547",1.73715639486345,1.41940146592134
"2548",1.73715639486345,1.41940146592134
"2549",1.73715639486345,1.41940146592134
"2552",1.73715639486345,1.41940146592134
"2553",1.73715639486345,1.41940146592134
"2554",1.73715639486345,1.58225701326325
"2555",1.73715639486345,1.58225701326325
"2556",1.75723559821648,1.79209083360502
"2559",1.75723559821648,1.79209083360502
"2560",1.75723559821648,1.79209083360502
"2561",1.75723559821648,1.79209083360502
"2562",1.75723559821648,1.72971227315212
"2563",1.75723559821648,1.72971227315212
"2566",1.75723559821648,1.59069370607568
"2567",1.75723559821648,1.58225701326325
"2568",1.75723559821648,1.58225701326325
"2569",1.75723559821648,1.58225701326325
"2570",1.75723559821648,1.58225701326325
"2573",1.75723559821648,1.58225701326325
"2574",1.75723559821648,1.58225701326325
"2575",1.75723559821648,1.58225701326325
"2576",1.75723559821648,1.58225701326325
"2577",1.74813722723596,1.58225701326325
"2580",1.74813722723596,1.58225701326325
"2581",1.74813722723596,1.58225701326325
"2582",1.74813722723596,1.58225701326325
"2583",1.74813722723596,1.5287339505898
"2584",1.74813722723596,1.43081820678773
